513 1.63725403707492035342
577 1.64230303353001784265
641 1.63569173197452303410
705 1.70494805833269154393
769 1.73051765470192917478
833 1.76465011542143590941
897 1.80527736716936543232
961 1.69024161714918236710
1025 1.79107554419343073306
1089 1.71098317274388542903
1153 1.74528030068001836433
1217 1.79691254316244089504
1281 1.67757694459711752604
1345 1.67662039243658239327
1409 1.77395465614422124885
1473 1.74476838080148504237
1537 1.76507960029995057637
1601 1.80216684063818478790
1665 1.79567545269051541194
1729 1.76213256646892350183
1793 1.78296318502333527436
1857 1.79768551277308751879
1921 1.77390262898716049344
1985 1.74141456635638308308
2049 1.78288647621080230266
2113 1.76688201321325957466
