2512	1559	(100.0%)	1558	(100.0%)
2576	1561	(100.0%)	1555	(100.0%)
2640	1559	(100.0%)	1558	(100.0%)
2704	1558	(100.0%)	1555	(100.0%)
2768	1562	(100.0%)	1555	(100.0%)
2832	1557	(100.0%)	1558	(100.0%)
2896	1557	(100.0%)	1555	(100.0%)
2960	1556	(100.0%)	1557	(100.0%)
3024	1556	(100.0%)	1557	(100.0%)
