1024    0.004929    0.001069
2048    0.057213    0.006123
3072    0.128347    0.009685
4096    0.322746    0.017118
5120    0.334243    0.027135
6144    0.699509    0.041375
7168    0.590866    0.052398
8192    1.033605    0.068537
9216    1.030688    0.091597
10240    1.814117    0.112232
11264    1.453842    0.129535
12288    2.799183    0.154516
13312    1.993508    0.189061
14336    3.056304    0.224696
15360    2.883152    0.251463
16384    4.013580    0.287278
