2512	1671	(100.0%)	1671	(100.0%)
2576	1670	(100.0%)	1671	(100.0%)
2640	1671	(100.0%)	1671	(100.0%)
2704	1686	(100.0%)	1687	(100.0%)
2768	1690	(100.0%)	1684	(100.0%)
2832	1686	(100.0%)	1687	(100.0%)
2896	1702	(100.0%)	1703	(100.0%)
2960	1701	(100.0%)	1702	(100.0%)
3024	1701	(100.0%)	1702	(100.0%)
