2512	1534	(100.0%)	1531	(100.0%)
2576	1533	(100.0%)	1531	(100.0%)
2640	1531	(100.0%)	1531	(100.0%)
2704	1530	(100.0%)	1531	(100.0%)
2768	1534	(100.0%)	1531	(100.0%)
2832	1534	(100.0%)	1531	(100.0%)
2896	1530	(100.0%)	1528	(100.0%)
2960	1529	(100.0%)	1530	(100.0%)
3024	1529	(100.0%)	1530	(100.0%)
