2512	1691	(100.0%)	1691	(100.0%)
2576	1707	(100.0%)	1702	(100.0%)
2640	1705	(100.0%)	1702	(100.0%)
2704	1732	(100.0%)	1734	(100.0%)
2768	1708	(100.0%)	1709	(100.0%)
2832	1708	(100.0%)	1709	(100.0%)
2896	1740	(100.0%)	1738	(100.0%)
2960	1739	(100.0%)	1740	(100.0%)
3024	1739	(100.0%)	1740	(100.0%)
